TWEET_ID	TEXT	SENTIMENT	sentiment
1223181029306859520	coronaviru fact palaszczuk caught out via 	brak	0
1223181190884098048	coronaviru dotar uk 	brak	1
1223181194793275394	polsci studenc wuhan rozchorować prostu zimna akademiku 	brak	0
1223181383306227712	koronawiru wuhan wycieczka pekinu wielki test polskich biur podróżi zrezygnować wycieczk 	brak	0
1223181471537672192	uk brexitday takż potwierdzon zarażenia coronaviru cyk bronią biologiczną 	brak	0
1223181784084623360	gra grę chińczykiem wuhan 	brak	0
1223182071377678336	polecami lekturę dotyczącą koronawirusa wuhan teori spiskow 	brak	0
1223182116692865024	pierwszi przypadek zarażenia wirusem wuhan terytorium tajlandia chori taksówkarz odwiedza 	brak	0
1223182490111807494	świeci czerwonych kóek czarnych krzyżyków wuhan coronaviru 	brak	0
1223182634785869826	po stoją czi zająć jakąś pracą coronaviru mz 	brak	-1
1223183613900066817	pierwsz przypadki coronaviru uk czi myśliwi szykują walki nowym wirusem 	brak	-1
1223184148342497282	brytyjczyków obyw ue ewakuowano chin powodu zagrożenia wirusem koronawiruscoronaviru po wyląd 	brak	0
1223184274171494400	jest wiru komputerowi związani informacjami wuhan 	brak	0
1223184278315421696	epidemia koronawirusa polaci wuhan trafią najpierw francji potem polski 	brak	0
1223184524017692673	zaożyć chini mocno zaniżają statystyki liczbi zachorowań zgonów wywoanych coronaviru chin 	brak	0
1223185111765614593	przelot polskich obyw przebywających wuhan środkowych chinach organizowani wspólnie francją transp 	brak	0
1223185602083987457	wiem brytyjczyci mieli samoloti wuhan francuzi podobni pani poś 	brak	-1
1223186287919845377	wyk the coronaviru is in england 	brak	0
1223187376647942151	użyteczni idioci akcji chiński wiru wuhan 	brak	-1
1223188607604797441	koronawiruscoronaviru who międzynarodow zagrożeni zachorowao krajach chorych wyma 	brak	0
1223188680690585600	promocja duże lot przesiadką wuhan koronawiru grati 	brak	0
1223189735025152000	proponuję lot wuhanmoż gowę pomoż 	brak	0
1223190664776691713	koronawiru coronaviru większość krajów zawiesia loti zdo chin ewakuuj swoich obyw po powroci 	brak	0
1223191386318688256	wiru wuhan stan przypadków śmiertelnych niemczech woszech finlandii francji 	brak	0
1223191578610753536	wiadomo polaci wyjeżdżająci wuhan przylecą kraju 	brak	-1
1223192211803656193	zwoki mężczyzni opustoszaej ulici wuhan symbol kryzysu wokó epidemii koronawirusa 	brak	-1
1223192938831851520	chyba kupują zapa zamkną miasto wuhan 	brak	-1
1223193213873164288	takim momenci myśleć bezpieczeństwi zarabianiujednak wypad wuhan wyleczi 	brak	-1
1223193286757834752	now przypadki zarażenia koronawirusem europejczyci wracają wuhan państwa granicząc chinami zamykają granic 	brak	-1
1223193478231928833	zwoki mężczyzni opustoszaej ulici wuhan symbol kryzysu wokó epidemii koronawirusa newsweek 	brak	0
1223194352731787265	to transport dwuetapowi szczegói ewakuacji polaków wuhanu koronawiru polska polaci wuhan 	brak	0
1223195196000743424	koronawiru wuhan międzynarodowi alert who opozycja odwoania lotów chin 	brak	0
1223195786952892417	skoro spokojni sprawyjednak lot wuhan prawd 	brak	0
1223196316555272192	wspomnian dopiero hatora wideoprezentacji yt chiński lab wyciek coronaviru zrobi sob 	brak	0
1223196323589038080	procenti trudna rzecz tak wiru wuhan śmiertelności zwyka grypa 	brak	0
1223197507636822018	praca personelu medycznego wuhan pic that show the realiti of medic staff work in 	brak	1
1223199032626966528	koronawiru sprzedaż lot niemcomlogika wuhan 	brak	0
1223199664880615424	no minecraft tem coronaviru 	brak	1
1223199895017992192	pomysl zamykają granic coronaviru zwyki wiru tv powiedzą prawdi paniki siać 	brak	-1
1223200873611956224	dokladn oficjaln dane zarazonych coronaviru koronawiru chinczyci przywoza polski lot em 	brak	0
1223201022337867777	czi zbiera ankieti podróżnych wuhan 	brak	0
1223202129650814978	koronawiru wuhan setki ludzi bezskuteczni szturmują hongkong 	brak	0
1223202335708590080	polaci ewakuowani wuhan znami szczegói 	brak	-1
1223202914426064898	samolot brytyjczykami obywatelami państw unii europejskiej wylecia piątek miasta wuhan środ 	brak	0
1223203369914961921	państwo tekturi odc osobi podejrzeniem wuhan zgaszać izb zakaźnych nie wiedzą 	brak	0
1223203456317624320	lot lata wszedzi singapor tez jest niezniszczalni polaci coronaviru koronawiru 	brak	0
1223204353428938754	nie dziwić zatem miejsc wyklucia epidemii wuhan the most exot market in world market 	brak	0
1223204361502969857	boze kurwa posci kpopowym laska przetlumaczyla minutowa wypowiedz mieszkanca wuhan dzi 	brak	0
1223204813900480512	niewytumaczalna bierność rządów obliczu coronaviru rośni sprzeciw korporacji zawodowych biznesu loti 	brak	0
1223205185608192000	ofc przylapano wuhan pl aczkolwiek śmiem stwierdzić jesteśmi gotowi 	brak	0
1223205275588616192	śledzącym temat koronawirusa polecam titowi wątek coronaviru thread 	brak	0
1223208824275734528	wiru wuhan relacja polaka przebywa wycieczkowcu costa smeralda 	brak	0
1223209120821542912	waśni doczytaem wiki wuhan utworzono institut of virolog częścią otwart 	brak	0
1223209428154974208	cay cza świata napywają wiadomości nowych środkach zapobiegawczych koronawiruscoronaviru 	brak	0
1223209580714434560	chyba końca pan zrozumia za ebolę wstaw wiru przenoszoni wuhan 	brak	0
1223209712277229568	to akurat zrozumieć nikt wuhan wyjść wsiąść lot samolotu 	brak	0
1223209823891853312	czi profesor zięba dziewulski miejscu wuhan 	brak	-1
1223210864343441410	wybuch radości chinach wieść marszaek grodzki wybiera wuhan pokonać coronaroviru 	brak	0
1223211039526920192	dostęp informacji koronawiru coronaviru je 	brak	0
1223211486983675905	liczba ofiar koronawirusa chinach wyższa oficjaln dane jak twierdzą pracownici krematorium wuhan 	brak	0
1223211621776011264	interaktywna mapa dotycząca zakażeń wirusem ncov wuhan stworzona john hopkin csse 	brak	0
1223211816593100800	waśni chodzi stani rosja anglia miasto wuhan żywej duszi ulicach zwyki 	brak	-1
1223212287470850050	luftwaff ewakuować obyw wuhan maszyni czekają kolnwahn afb 	brak	0
1223212536054665217	najpierw polecą francji potem razu polski chińskiego wuhan zostani ewakuowanych polaków czytaj 	brak	0
1223212614781751297	przetumaczyam wypowiedź mieszkańca wuhan filmik zosta opublikowani bodajż stycznia ukrywam 	brak	-1
1223213165586124800	nie zwolenniczką teorii spiskowych mogę wykluczyć wiru wuhan hybrydowi 	brak	0
1223213254568304642	koronowiru wielkiej brytanii coronaviru koronavirusu epidemia 	brak	0
1223214220575215617	korona wiru zaprosi znajomych fb jak przyjmę zarazona coronaviru 	brak	0
1223215755573055490	porównani wspóczesnej inwazji wirusa wuhan wobec sar formi graficznej dużo szybciej rozprzestrzenia 	brak	0
1223215940436885506	tu powód niepokoju ubianki oryginalni raport nowego koronawirusa wuhan podsumowani musisz 	brak	0
1223216290661371904	jak ukochan koronawiruski coronaviru 	brak	0
1223216712344051713	koronawiru wuhan dotar wielkiej brytanii dwa potwierdzon przypadki 	brak	0
1223216972659412992	co należi wiedzieć koronawirusi wuhan 	brak	0
1223217575988883457	ewakuacja polaków wuhan znami szczegói 	brak	-1
1223218002264580097	bóg zobaczi pedalstwo zeslal coronaviru 	brak	-1
1223219402570653697	zdrowi coronaviru 	brak	0
1223219826862317569	koronawiru offici logo coronaviru 	brak	1
1223220036757872643	prezyd zaprosi poniedziaek paacu ministra jarosawa pinkasa coronaviru 	brak	-1
1223221282411597824	bukareszt izolacja pasażera podejrzeniem koronawirusa coronaviru 	brak	0
1223221875448389632	piln związku coronaviru plllot zawiesza loti chin tvrepublika 	brak	0
1223222935437090816	wrocawiu zgosi wuhan przyjecha tydzień wczoraj szpitala pojecha 	brak	0
1223223924244275200	normalni plagu inc coronaviru wuhanviru 	brak	0
1223224545550766080	chińczyci wuhan prowincji hubei przebywająci zachodzi budzą obawi roznoszeni wirusa dla chin przej 	brak	-1
1223224764820525056	ministerstwo zdrowia najbliższych dniach przygotujemi transport polaków wuhan nasi rodaci przebywająci 	brak	0
1223225311485202432	coronaviru przyleci samolotem bagaż odbierz okęciu rozsiej caym kraju 	brak	0
1223225798578069505	kto obawia koronawirusa wuhan 	brak	1
1223226995657580544	nie wychodzę goń wuhan 	brak	0
1223227217750188034	coronaviru zakaz chińskich linii lotniczych polski 	brak	-1
1223227991976828928	trzeci podejrzani przypadek koronawiru coronaviru rzymi rumun pracująci hotelu mieszkali zarażen 	brak	0
1223228138555105280	wyślemi wuhan życiu odważi zaprotestować urazić chińskich komunistów 	brak	0
1223230014742843392	wuhan pozostani azji 	brak	0
1223230732765667328	związan koronawirusem chińskiego miasta wuhan obostrzenia dotycząc podróżi uderzają 	brak	0
1223231629994483712	lot waśni odwoa loti chin koronawiru coronaviru 	brak	1
1223231997885210625	joanna jedrzejczyk is despic human be ufc coronaviru wuhancoronavirusoutbreak 	brak	0
1223232485829566467	jutro jade jebqnego skarzyska cguj coronaviru przeszkodsi 	brak	0
1223233497474748417	konferencja temat coronaviru udziaem jarosawpinka sużbi 	brak	0
1223234991167025153	coronaviru rosja wielka brytania 	brak	0
1223235231668494337	polaci wuhan trafią francji to szybka akcja 	brak	0
1223235701476593668	mediacoronaviru niszczoni mydo świat myje ręce doktór ziemba wlewi dożyln biaego jelenia ceni 	brak	0
1223235907844820999	burmistrz wuhan przyznaj sytuacja nadal poważna skomplikowana 	brak	-1
1223236013558026240	tak zupeni marginesi coronaviru warto zauważyć kogo turcja tatą regioni ot delikat 	brak	0
1223236133032689670	coronaviru koronowiru uk oficjalni potwierdzono pierwsz przypadki 	brak	0
1223237749601382401	rozwój epidemii chinach trzi największ miasta pekin szanghaj kanton km wuhan centrum 	brak	0
1223238186547261448	nie wiadomości pyną wuhan szpital wypuści waśni wyleczonych pacjentów 	brak	-1
1223240366457004032	ciekawa relacja amerykanów ewakuowanych wuhan obecni przymusowej kwarantanni bazi wojskowej usa 	brak	0
1223240861154148353	co maski przeciwgazowej filtropochlaniacz wielogazowi użyciu środowisku coronaviru należi wejści 	brak	0
1223241898766237697	to pewni uk dojdzi troch symboliczn ogloszono dokladni brexit day coronaviru 	brak	0
1223242007360999426	coronaviru niemci osób zarażonych 	brak	0
1223242811455279105	koronawiru wuhan rozprzestrzenia szybciej pomagać starają różni ludzi organizacj 	brak	-1
1223243978537127937	chinach wielki brat kontroluj noszeni masek chini wuhan koronowiru coronaviru 	brak	0
1223244573692043266	wydarzenia ewakuacja wuhan co się dziej europejczykami czi są tam polaci sam 	brak	-1
1223244875161907202	koronawiru coronaviru wypadaobi byści wstrzymali cay ruch lotniczi chin airchina 	brak	0
1223244979478372353	czi któraś kolor szminki mogabi pokazać wyglada ustach coronaviru iheartaward 	brak	0
1223245373084520448	coronaviru poczeka 	brak	0
1223245713435348997	pdf file here mb coronaviru novelcoronaviru war 	brak	1
1223246753895460865	bardzo dobra decyzja bo wiru laboratorium wuhan 	brak	0
1223247371661979648	samolot airbu francuzami repatriowanymi chińskiego miasta wuhan szalej epidemia koronawirusa 	brak	0
1223247502993915905	dojebac fejm coronaviru kot 	brak	0
1223247815197044737	do grodzkiego przyjedzi oficjalną wizytą koronowiru wuhan 	brak	0
1223248526605541377	prawdziwym centrum epidemii jedyn chinach laboratorium bezpieczeństwa biologicznego poziomu wuhan któr 	brak	0
1223248919129276416	gi pneumonia oy hahaahha 	brak	0
1223249699555225601	rosja potwierdzono pierwsz przypadki koronawirusa coronaviru cov tvrepublika 	brak	0
1223250089277259776	steven zhang inter zafundowali masek medycznych mieszkańców wuhan terenu objętego epidemią 	brak	0
1223250157510127617	patrząc niektórych ludzi zdziesiątkownai populacji dobri pomi brawo koronowiru wierzę plan coronaviru koronawiru 	brak	0
1223250317531394051	wiru wuhan siej panikę caym świeci tysiąc zarażonych setki ofiar czi powinniśmi obawiać 	brak	0
1223250330269503488	sni pandemii coronaviru koronaviru wuhan wuhancoronaviru 	brak	0
1223250935436251139	coronaviru vs kpop armi 	brak	0
1223250969745612800	przygotwa wiru wuhan nauka tolubię via 	brak	0
1223251017468403714	niemci odradzają podróż chin who ogosio stan klęski liczba zakażonych ofiar śmiertelnych coronaviru 	brak	0
1223251388144156673	uważaj coronaviru 	brak	0
1223251756504797186	już czuję koronawirusi coronaviru wuhancoronavirusoutbreak 	brak	0
1223251842613809154	dwustu francuzów wrócio wuhan jedna osoba objawi coronaviru 	brak	0
1223251904278470656	wiru zainfekować okoo milionów ludzi mieszkających regioni wuhan 	brak	0
1223251941784006658	najnowszi komunikat sprawi wirusa wuhan wydani ministerstwo zdrowia polsc stwierdzono żadnego 	brak	0
1223251954073206784	ejem coronaviru 	brak	0
1223252691964645379	jeśli wuhan będziemi 	brak	-1
1223253366425387008	koronawiru wuhan lot zawiesza rejsi pekinu 	brak	0
1223253587280769024	trzeba uważać wuhan lalamem memi paczkazaliexpress koronawiru zabawn czarnyhumor coronarviru 	brak	0
1223253920165847045	idealni coronavirusoutbreak coronaviru 	brak	0
1223254557272215552	nie widać wzrostu ostatni dni nowych zarażeń samym wuhan 	brak	0
1223256569795743744	wgamerykanów obecni wiru pochodzi laboratorium wuhani 	brak	0
1223257376884740097	coronaviru np 	brak	0
1223259587677171713	grodzki walczi coronaroviru to coronaviru grodzkim chuckgrodzki 	brak	0
1223260037168222209	zapowiadani komunikat sprawi coronaviru stroni internetowej przekazujemi wyrazi ws 	brak	0
1223260669778284546	letni pacjent coronaviru wyzdrowia zosta wypisani szpitala mia gorączkę stopni celsjusza 	brak	-1
1223261188185841666	wedug pierwotnych pacjentów coronaviru miao kontaktu rynkiem owoców morza 	brak	0
1223261652260442116	racjonalna rozsądna przeciwwaga wobec dramatycznych doniesień mediów koronawiru wuhan 	brak	0
1223261932976779266	chiński wiru wrocawiu wrocaw koronawiru chini wuhan pacjenc leczeni izolacja wyniki 	brak	0
1223262272719609856	jak coronaviru zobaczi ego chuckgrodzki stwierdzi polsc razem zmieści 	brak	0
1223262915605733376	ważna informacja nt coronaviru po pierwsz podważa resztki wiarygodnosci chin kpch tako 	brak	0
1223263573234733056	moh coronaviru emerg presser fiweh life 	brak	1
1223263962650882049	coronaviru boi grodzkiego chuckgrodzki 	brak	0
1223265441642053632	jada busi jaci azjaci walizkami cay wiru stresujw jadą wuhan uk wylądowa samolot stamtąd 	brak	-1
1223265942353870850	przypadek nie sądzę coronaviru 	brak	0
1223266467061420032	chiński dziennikarz zami oczach pokazuj nagrania wuhan boję chen qiushi is short of test kit 	brak	0
1223266709567614980	coronaviru em pvh 	brak	1
1223267221025280000	ufff jesteśmi grupi koronawirusem coronaviru siatkowka io 	brak	0
1223268278438518785	wideo chini przerażająci targ wuhan sznycl węża zjedzona żywcem żaba 	brak	-1
1223268355639062528	do wuhan jedzi 	brak	0
1223268986974089227	episkopat uspokaja myśliwi gotowi coronaviru 	brak	0
1223269343083057152	poważni boisz koronawirusa skali coronaviru koronaviru koronaviru 	brak	0
1223269424192544769	sprzedam jeden bilet na melani martinez warszawi dzisiaj melaniemartinez warszawa coronaviru 	brak	0
1223270789019066368	być niedzielę przylecą europi polaci wuhan minist zdrowia francji mówia pokadzi dr 	brak	-1
1223270859265146880	tifel imwarrab millistudenti minabba lbiża talcoronaviru ilkap taliskola 	brak	-1
1223271549962276864	zachodniej prasi informacj dotycząc rzeczywistej sytuacji wuhan chińczyci blokują media spoecznościow 	brak	-1
1223271660465328128	singapor tez coronaviru 	brak	0
1223271965831696386	singapur zamyka granic chińczyków przeszkodzić rozszerzeniu wirusa wuhan 	brak	-1
1223272218945376257	coronaviru hold dna 	brak	0
1223273482609401862	francuski media prawdopodobnym termini ewakuacji in polaków wuhan 	brak	0
1223273679892746241	bodajz bezposredni loti wuhan londynu tydzien lotniska heathrow lo 	brak	0
1223273907039428608	ponoć rusci szczepionkę coronaviru 	brak	0
1223274895951437824	coronaviru hongkong potwierdzonych zakażeń 	brak	0
1223276100027080704	koronawiru who ogasza międzynarodowi alarm zagrożenia zdrowia koronaviru coronaviru 	brak	0
1223276818549133313	nie sor należi zgaszać koronaviru wuhan 	brak	0
1223277827644108801	to jedź kacapi chin wuhan 	brak	0
1223278457829961729	dementuję pogoski jakobi koronaviru wuhan pochodzi konusviru żoliborza 	brak	0
1223280031285284864	ostatnio wude pilam tygodni boze coronaviru is come for me 	brak	0
1223280045617295360	kobieti stycznia wrócia szwecji okol miasta wuhan chinach wykryto koronawirusa poinformowa 	brak	0
1223280320763645954	chiński wiru wuhan caa histeria prostu realizowaniem programu mkultra opracowanego cia pó 	brak	0
1223280400203702272	wiru prawdopodobni wyciek laboratorium wuhan 	brak	0
1223281126762065928	zagrożeni wojną ponaca australia coronaviru 	brak	0
1223281520057647105	vision sofar coronaviruswoza ne corona wena 	brak	1
1223283991211651073	piln koronawiru wuhan who ogasza stan światowego zagrożenia 	brak	0
1223284442682347522	potwierdzon info chińczyk wróci wuhan szpitalu 	brak	0
1223284771364777984	poważni problem wizerunkowi corona say consum arent confus it brand with the coronaviru ad 	brak	0
1223284792986423296	tych obyw polskich wuhan oczywisci wpuscici państwo kraju kwarantanni 	brak	0
1223285141239468032	amerykani swoich obyw ewakuowanych wuhan poddali kwarantanni wiemi lepiej 	brak	0
1223285456068128768	zupki chiński coronaviru 	brak	0
1223286673318055937	zwiedzani wuhan początek 	brak	0
1223287290274992129	tymczasem chinach zbudują nowi szpital wuhan nieca tygodni można 	brak	-1
1223287990010761216	brak kurwa sów wuhan coronaviru 	brak	1
1223288998195597312	mikano drc ezwi mpo kopekisa coronaviru kokota 	brak	1
1223289172485640194	rok mowilem przypadkowo wiru pojawil chinach coronaviru koronoviru viru 	brak	0
1223289298646073344	te same źródo the lancet twierdzi potencjalnych zarażonych 	brak	0
1223289575755239424	dni wuhan mogo zarażonych lancet 	brak	0
1223289905708699648	zarażonych wuhan wg analiz 	brak	0
1223290982625697792	ponoc obsluga lotnisku wuhan foto wracajacego pasazera 	brak	0
1223291746572034049	tomasz grodzki wirusa wuhan wciaga nosem chuckgrodzki 	brak	0
1223293090519187459	tomasz grodzki leczi pacjentów coronaviru hipnozą czytając traktat bogaczowieka swojego autorstwa chuckgrodzki 	brak	0
1223293606460579840	koronawirusz wuhan pó tysiąca osób polsc obserwacją sużb sanitarnych 	brak	-1
1223294339922698240	koronawiru wielkiej brytanii potwierdzono pierwsz przypadki coronaviru epidemia 	brak	0
1223296049160298496	koronawiru wuhan siej świeci grozę duże pieniądz kto zarobi grube miliardi naszym strachu 	brak	0
1223297390465224705	koronawirusz wuhan pó tysiąca osób polsc obserwacją sużb sanitarnych 	brak	-1
1223297442537361408	shaheen bagh me kuch coronaviru patient ko shift krdo 	brak	1
1223299913141964800	wuhan siódmym wielkości miastem chin ośrodkiem przemysu technologicznego maszynowego zwaszcza motoryzacyjnego 	brak	0
1223300830188707840	coronaviru pogrąża futrzarzi kryzi związani koronawirusem zmusi gówni dom aukcyjni przemysu futrzarskiego 	brak	0
1223300896420966400	przybyli materiay anti epidemiczn podarowan czerwoni krzyżi wuhan post proszę zaufać swoim oczom 	brak	0
1223302753230958592	lancet przypomnijmi najlepszych tygodników medycznych publikuj szacunki zakażonych wuhan 	brak	-1
1223303799445565443	spotlight coronaviru dodrespons 	brak	0
1223303813269991426	lubelski osobi podejrzeniem wuhan siedzą ludźmi sor państwo tekturi 	brak	0
1223304098377863171	na coronaviru dobri 	brak	0
1223305446917844992	tymczasem wuhan 	brak	-1
1223307339408846848	kolejna wiadomość coronaviru ponown zakażenia wyleczonych osób 	brak	0
1223307704724328449	ewakuacja polaków wuhan minist zdrowia francji podaa now informacj 	brak	0
1223307983653867520	dlaczego koronawiru wadz wuhan przyznają będów karano lekarzi powinniśmi dziaać wcześniej 	brak	0
1223309706447478785	polski tfu pisowski rząd kupuj najszybciej ewakuować polaków wuhan ot 	brak	0
1223310678544539656	ponoć szpitala wuhan rozebrao 	brak	0
1223311194745974784	czyżbi bawi bronią biologiczną wuhan 	brak	-1
1223312160295718912	taki czerwon zrobio tam coronaviru 	brak	1
1223312290688180227	coronaviru statu china am 	brak	0
1223312659828879360	wysya to laboratorium szymowski bada próbkę podejrzanego posiadania wirusa wuhan cza 	brak	-1
1223313237145522177	obi coronaviru umrzemi 	brak	0
1223313317520986114	koronawiru osób zarażonych chińskim wuhan razi podają chiński wadz 	brak	0
1223313521506570240	wadz wuhan przyznają popenienia będów związku epidemią 	brak	-1
1223313538179092481	karczewski koronawirusi wuhan na pewno zrobić zrobia ewa kopacz si 	brak	0
1223314378440744961	brytyjczyków obcokrajowców przyleci uk miasta wuhan zabrano specjalnym transportem szpi 	brak	0
1223317336213553152	koronawiru wrocawiu dwie osobi podejrzan chińczyk wuhan 	brak	0
1223320120702963714	zbij termometr gorączka znikni polecan stalinizm chini chrl wuhan epidemia 	brak	0
1223320347384205313	wadz wuhan przyznają będów karano lekarzi powinniśmi dziaać wcześniej 	brak	-1
1223320391315349504	to wycinek znając szczęście midwif szpitalu wuhan 	brak	-1
1223320950143361026	biorąc uwagę ncov zawarti wuhan duże chiński miasta prawdopodobni utrzymują 	brak	-1
1223321724088918017	wuhan wysano trzi zespoy lekarzi wojskowych sumi akcji bierz udzia objawów świa 	brak	0
1223324140901425152	mam wrazeni rozprzestrzenia coronaviru 	brak	0
1223324891811917825	wadz miasta wuhan wybucha epidemia nowego koronawirusa powinni byy szybciej zareagować kryzi 	brak	0
1223325483200393219	coronaviru monkaw 	brak	1
1223325524635934720	niekonieczni wrocaw osobi hospitalizowan podejrzeniem chińczyk wuhan 	brak	0
1223326479465046019	coronaviru power 	brak	1
1223326596431589377	pou le dio coronaviru kajskaksja 	brak	0
1223327311220613120	ale poleca pan wyjazd wuhan spotkać przecenach czi lepiej suchać dr ziębi 	brak	-1
1223329913538797575	brazylijska pikarka millen fernand poprosia wadz swojego kraju pomoc opuszczeniu wuhan zasadz 	brak	-1
1223330368138272769	koronawiru wuhan kosztować gospodarkę chin mld dol kwartal 	brak	0
1223330671403372545	polecam przejrzeć tweeti temat koronawiru coronaviru wrzucając wyszukiwarki 	brak	0
1223330672108101633	liczba osób zarażonych coronaviru germani wzrasta kolejn zarażon osobi pracownici firmi 	brak	0
1223331241279266817	agnieszka kaczmarczyk stawi mieszkańcami wuhan 	brak	-1
1223332223946043392	dziwi break news china will admit coronaviru come from it lab 	brak	0
1223332415634116609	akt oskarżenia przeciwko profesorowi harvardu opracowa wirusa wuhan sprzeda chińczyko 	brak	0
1223333955685974017	wadz wuhan przyznają popenienia będów związku epidemią 	brak	-1
1223336047515439107	mam sumi pytano boici zamawiać paczek chin wgl wirusa wywiadzkpoperkami coronaviru 	brak	-1
1223337029733429267	coronaviru przypadków niemci waśni wyszo wszysci samej firmi 	brak	-1
1223337206363971585	googl facebook wygrają fake newsami coronaviru 	brak	0
1223337248164339712	panikowaam wyszo gościu wróci wuhan wrocka waśni szpitalu podejrzeniem japierdol 	brak	0
1223337862982262784	koronawiru wuhan kosztować gospodarkę chin mld dol kwartal 	brak	0
1223337994406498310	wadz wuhan przyznają popenienia będów związku epidemią 	brak	-1
1223339534395564033	pożegnani medyków postanowili jechać wuhan opiekować zarażonymi 	brak	0
1223341056130981888	to analiza pierwszych pacjentów wuhan polecam caą publikację 	brak	-1
1223341285303558144	tutaj bieżąca informacja coronaviru olkusz polska poland 	brak	-1
1223341454845599744	użyteczni idioci akcji chiński wiru wuhan 	brak	-1
1223341532092280832	wg nyt koronawiru coronaviru rozprzestrzenia szybciej sar śmiertelność razi wyż 	brak	0
1223342803213864961	podejrzenia koronawiru coronaviru pojawi przypadkowo zosta stworzoni czowieka 	brak	0
1223345457612697605	dr hu ming dyrektor oddziau intensywnej terapii wuhan otrzyma wiadomość innego dyrektora 	brak	0
1223345473681002503	icymi coronaviru 	brak	-1
1223345931573219328	koronawiru coronaviru zarażonych krajach ofiar śmiertelnych wyzdrowiao 	brak	0
1223346292383940608	klika trumputin dziala kontynentach narazi sa efektywni coronaviru 	brak	0
1223346638900662273	parodia coronaviru koronowiru wiadomo smiac plakac nie komu rozwoz lekarstw szpitala 	brak	0
1223347241919926274	do francji przyleci francuzi ewakuowani wuhan wadz początkowo informoway pasażerów 	brak	0
1223349186654961665	dear icymi coronaviru 	brak	0
1223349276765495296	jak byo pani jesteśmi przygotowani coronaviru maseczek brak caym kraju testów 	brak	0
1223349672800145411	stycznia dane prowincji hubei wuhan ogniska epidemii lekarz 	brak	0
1223350635963219968	wadz wuhan przyznają zbyt późnego dziaania 	brak	-1
1223350826732851200	coronaviru arriv in the uk 	brak	1
1223351752080097281	china film industri grind halt amid coronaviru epidem patrick brzeski 	brak	0
1223351894988423173	lekarz zarazi pacjenta zmar coronaviru 	brak	0
1223353974583111686	coronaviru szn 	brak	0
1223355268689514499	wiem wasni wróci delegacji okol wuhan kwarantanna piszę ocz 	brak	0
1223356573218635783	lyu jun czonek zespou medycznego wyjeżdżającego wuhan prowincji hubei żegna żoną 	brak	0
1223357442794446848	szpital wuhan ukończeniu przewidywalna data otwarcia poniedziaek 	brak	0
1223357616228831232	na caym świeci trwa walka zatrzymani koronawiruscoronaviru we woszech stan wyjątkowi chiński urzędnik 	brak	0
1223357941442584578	coronaviru us biowarfar or psywarfar against china coronaroviru coronarovirusfr coronarovirusmem 	brak	0
1223360218626695174	ma klimat ciekaw podobni wuhan 	brak	0
1223361435268526085	szej masówki wuhan co miasta hubi należi spodziewać eksportu zagrani 	brak	0
1223362330463023104	ogladalem chemiku harvard powiazaniach wuhan plu polaczeni lotnicz san francisco wuha 	brak	-1
1223362655051812864	kocno fejkow kilka dni czytalem rebut teorii nie doceniami naturi coronaviru dz 	brak	0
1223362795288367105	jeszcz kończąc wątek epidemia wuhan środki zaradcz wystarczają 	brak	-1
1223363430368845826	mami taką delikatni zmacerowaną opinię publiczną związaną coronaviru to dobri moment przypomnieć 	brak	0
1223364608163008514	liczba osób wyzdrowiay coronaviru przewyższa liczbę zmarych po pierwszi czasu obserwuję dane 	brak	-1
1223364809380581377	pojechaa wuhan robić karierę wyjść domu pikarka woa pomoc wieszwiecej 	brak	0
1223366755126595585	jutro aparta warszawi wart tyle kilogram mąki coronaviru 	brak	0
1223367007070015493	czi broń biologiczna krzyżówka hiv coronaviru kilka razi natrafiem informacj uodpor 	brak	0
1223367696860889088	corona viru mozga 	brak	0
1223369516798959623	na tyle wylapac kogo grudnia chinach wuhan przebiega ciężko 	brak	0
1223371790514315269	wzajemni dobranoc wiru wuhan noc 	brak	0
1223372526539153408	skad nazbieralo tyle parszywych mend sieci mam nadziej coronaviru zalatwi chrl samym doprowadz 	brak	-1
1223373220381962240	niepokoi plan przystosowania szczepionek przeciw sar zabezpieczania ostatnimi atakami coronaviru 	brak	0
1223374404521992192	koronawiru ncov wuhan wirusem osonkowym podatnym dziaani rozpuszczalników lipidów 	brak	0
1223374892885848064	now zarażenia coronaviru koronawiru prowincji hubei 	brak	0
1223376296258015236	jak coronaviru chini 	brak	0
1223376532619567113	ostatniej chwili szczegói ewakuacji polaków wuhan zgodzili instagrami stop kulturz niskiej 	brak	-1
1223377341826654209	przypadki śmierteln coronaviru koronawiru prowincji hubei kolejni rekord 	brak	0
1223377492955815936	należi wspomnieć podano dane wuhan pokaźni wzrost mia miejsc prowincji czekami reszti chin 	brak	0
1223377511784108033	redebiutna obiecuj jade korei pozabijam szybciej coronaviru 	brak	0
1223377604717182976	pierwszi przypadek coronaviru wyspach kanaryjskich hiszpania 	brak	-1
1223378288241979394	kolejni wykr coronaviru koronawiru zgoni vs wyleczenia jednej prowincji 	brak	0
1223378647320535041	sprawi walki koronawiru coronaviru dziaają twitter googl facebook 	brak	0
1223379644570836992	czi stawia tezę czarnym abędziem kryzysu globalnego wuhan 	brak	-1
1223383414293835779	geekweb wszystki bzduri koronawirusi razem wzięt fakenew coronawiru koronawiru wuhan 	brak	1
1223383585786417154	impeach coronaviru iowa kobe brexit tgit 	brak	1
